Iterations,Accuracy (%),ATK,AGG,Momentum,seed,Bucketing
450,74.77964743589743,BF,CClip,0.0,0,0
480,74.76963141025641,BF,CClip,0.0,0,0
510,74.8798076923077,BF,CClip,0.0,0,0
540,74.80969551282051,BF,CClip,0.0,0,0
570,75.0,BF,CClip,0.0,0,0
600,75.30048076923077,BF,CClip,0.0,0,0
30,57.87259615384615,LF,CClip,0.0,0,0
60,73.71794871794872,LF,CClip,0.0,0,0
90,77.23357371794872,LF,CClip,0.0,0,0
120,78.2451923076923,LF,CClip,0.0,0,0
150,80.61899038461539,LF,CClip,0.0,0,0
180,81.10977564102564,LF,CClip,0.0,0,0
210,83.80408653846153,LF,CClip,0.0,0,0
240,84.62540064102564,LF,CClip,0.0,0,0
270,85.12620192307692,LF,CClip,0.0,0,0
300,85.94751602564102,LF,CClip,0.0,0,0
330,86.93910256410257,LF,CClip,0.0,0,0
360,87.91065705128206,LF,CClip,0.0,0,0
390,87.4599358974359,LF,CClip,0.0,0,0
420,88.34134615384616,LF,CClip,0.0,0,0
450,89.7235576923077,LF,CClip,0.0,0,0
480,89.79366987179488,LF,CClip,0.0,0,0
510,89.55328525641026,LF,CClip,0.0,0,0
540,90.18429487179488,LF,CClip,0.0,0,0
570,89.9639423076923,LF,CClip,0.0,0,0
600,90.85536858974359,LF,CClip,0.0,0,0
30,24.118589743589745,mimic,CClip,0.0,0,0
60,64.43309294871794,mimic,CClip,0.0,0,0
90,76.75280448717949,mimic,CClip,0.0,0,0
120,81.1298076923077,mimic,CClip,0.0,0,0
150,83.3233173076923,mimic,CClip,0.0,0,0
180,87.12940705128206,mimic,CClip,0.0,0,0
210,87.82051282051282,mimic,CClip,0.0,0,0
240,88.91225961538461,mimic,CClip,0.0,0,0
270,89.23277243589743,mimic,CClip,0.0,0,0
300,89.3329326923077,mimic,CClip,0.0,0,0
330,88.97235576923077,mimic,CClip,0.0,0,0
360,89.22275641025641,mimic,CClip,0.0,0,0
390,89.48317307692308,mimic,CClip,0.0,0,0
420,90.98557692307692,mimic,CClip,0.0,0,0
450,91.015625,mimic,CClip,0.0,0,0
480,91.17588141025641,mimic,CClip,0.0,0,0
510,91.69671474358974,mimic,CClip,0.0,0,0
540,91.47636217948718,mimic,CClip,0.0,0,0
570,91.14583333333333,mimic,CClip,0.0,0,0
600,92.40785256410257,mimic,CClip,0.0,0,0
30,56.06971153846154,IPM,CClip,0.0,0,0
60,73.67788461538461,IPM,CClip,0.0,0,0
90,78.8661858974359,IPM,CClip,0.0,0,0
120,82.62219551282051,IPM,CClip,0.0,0,0
150,85.70713141025641,IPM,CClip,0.0,0,0
180,87.35977564102564,IPM,CClip,0.0,0,0
210,88.47155448717949,IPM,CClip,0.0,0,0
240,89.09254807692308,IPM,CClip,0.0,0,0
270,89.59334935897436,IPM,CClip,0.0,0,0
300,89.93389423076923,IPM,CClip,0.0,0,0
330,90.30448717948718,IPM,CClip,0.0,0,0
360,90.46474358974359,IPM,CClip,0.0,0,0
390,90.61498397435898,IPM,CClip,0.0,0,0
420,91.10576923076923,IPM,CClip,0.0,0,0
450,91.30608974358974,IPM,CClip,0.0,0,0
480,91.37620192307692,IPM,CClip,0.0,0,0
510,91.5264423076923,IPM,CClip,0.0,0,0
540,91.58653846153847,IPM,CClip,0.0,0,0
570,91.73677884615384,IPM,CClip,0.0,0,0
600,92.25761217948718,IPM,CClip,0.0,0,0
30,66.07572115384616,ALIE,CClip,0.0,0,0
60,79.96794871794872,ALIE,CClip,0.0,0,0
90,85.73717948717949,ALIE,CClip,0.0,0,0
120,87.69030448717949,ALIE,CClip,0.0,0,0
150,88.7920673076923,ALIE,CClip,0.0,0,0
180,89.4130608974359,ALIE,CClip,0.0,0,0
210,89.68349358974359,ALIE,CClip,0.0,0,0
240,90.12419871794872,ALIE,CClip,0.0,0,0
270,90.10416666666667,ALIE,CClip,0.0,0,0
300,90.71514423076923,ALIE,CClip,0.0,0,0
330,90.8954326923077,ALIE,CClip,0.0,0,0
360,91.1358173076923,ALIE,CClip,0.0,0,0
390,91.20592948717949,ALIE,CClip,0.0,0,0
420,90.95552884615384,ALIE,CClip,0.0,0,0
450,90.9755608974359,ALIE,CClip,0.0,0,0
480,91.27604166666667,ALIE,CClip,0.0,0,0
510,91.3661858974359,ALIE,CClip,0.0,0,0
540,91.84695512820512,ALIE,CClip,0.0,0,0
570,91.66666666666667,ALIE,CClip,0.0,0,0
600,91.89703525641026,ALIE,CClip,0.0,0,0
30,84.08453525641026,BF,CClip,0.9,0,0
60,88.5917467948718,BF,CClip,0.9,0,0
90,92.19751602564102,BF,CClip,0.9,0,0
120,93.64983974358974,BF,CClip,0.9,0,0
150,94.4511217948718,BF,CClip,0.9,0,0
180,95.22235576923077,BF,CClip,0.9,0,0
210,95.60296474358974,BF,CClip,0.9,0,0
240,95.68309294871794,BF,CClip,0.9,0,0
270,96.32411858974359,BF,CClip,0.9,0,0
300,96.69471153846153,BF,CClip,0.9,0,0
330,96.74479166666667,BF,CClip,0.9,0,0
360,96.93509615384616,BF,CClip,0.9,0,0
390,97.21554487179488,BF,CClip,0.9,0,0
420,97.48597756410257,BF,CClip,0.9,0,0
450,97.56610576923077,BF,CClip,0.9,0,0
480,97.65625,BF,CClip,0.9,0,0
510,97.84655448717949,BF,CClip,0.9,0,0
540,97.68629807692308,BF,CClip,0.9,0,0
570,97.90665064102564,BF,CClip,0.9,0,0
600,97.88661858974359,BF,CClip,0.9,0,0
30,86.00761217948718,LF,CClip,0.9,0,0
60,91.06570512820512,LF,CClip,0.9,0,0
90,93.19911858974359,LF,CClip,0.9,0,0
120,94.23076923076923,LF,CClip,0.9,0,0
150,94.98197115384616,LF,CClip,0.9,0,0
180,95.41266025641026,LF,CClip,0.9,0,0
210,95.76322115384616,LF,CClip,0.9,0,0
240,96.12379807692308,LF,CClip,0.9,0,0
270,96.28405448717949,LF,CClip,0.9,0,0
300,96.53445512820512,LF,CClip,0.9,0,0
330,96.9150641025641,LF,CClip,0.9,0,0
360,96.98517628205128,LF,CClip,0.9,0,0
390,97.27564102564102,LF,CClip,0.9,0,0
420,97.32572115384616,LF,CClip,0.9,0,0
450,97.48597756410257,LF,CClip,0.9,0,0
480,97.54607371794872,LF,CClip,0.9,0,0
510,97.7764423076923,LF,CClip,0.9,0,0
540,97.79647435897436,LF,CClip,0.9,0,0
570,97.79647435897436,LF,CClip,0.9,0,0
600,97.86658653846153,LF,CClip,0.9,0,0
30,84.11458333333333,mimic,CClip,0.9,0,0
60,90.41466346153847,mimic,CClip,0.9,0,0
90,92.58814102564102,mimic,CClip,0.9,0,0
120,94.13060897435898,mimic,CClip,0.9,0,0
150,94.63141025641026,mimic,CClip,0.9,0,0
180,95.30248397435898,mimic,CClip,0.9,0,0
210,95.65304487179488,mimic,CClip,0.9,0,0
240,95.6229967948718,mimic,CClip,0.9,0,0
270,96.5244391025641,mimic,CClip,0.9,0,0
300,96.97516025641026,mimic,CClip,0.9,0,0
330,96.82491987179488,mimic,CClip,0.9,0,0
360,96.64463141025641,mimic,CClip,0.9,0,0
390,97.3858173076923,mimic,CClip,0.9,0,0
420,97.51602564102564,mimic,CClip,0.9,0,0
450,97.64623397435898,mimic,CClip,0.9,0,0
480,97.75641025641026,mimic,CClip,0.9,0,0
510,97.82652243589743,mimic,CClip,0.9,0,0
540,97.85657051282051,mimic,CClip,0.9,0,0
570,98.05689102564102,mimic,CClip,0.9,0,0
600,97.98677884615384,mimic,CClip,0.9,0,0
30,85.9775641025641,IPM,CClip,0.9,0,0
60,90.7051282051282,IPM,CClip,0.9,0,0
90,93.0889423076923,IPM,CClip,0.9,0,0
120,93.89022435897436,IPM,CClip,0.9,0,0
150,94.50120192307692,IPM,CClip,0.9,0,0
180,95.38261217948718,IPM,CClip,0.9,0,0
210,95.38261217948718,IPM,CClip,0.9,0,0
240,96.16386217948718,IPM,CClip,0.9,0,0
270,96.39423076923077,IPM,CClip,0.9,0,0
300,96.63461538461539,IPM,CClip,0.9,0,0
330,96.85496794871794,IPM,CClip,0.9,0,0
360,96.93509615384616,IPM,CClip,0.9,0,0
390,97.1854967948718,IPM,CClip,0.9,0,0
420,97.37580128205128,IPM,CClip,0.9,0,0
450,97.51602564102564,IPM,CClip,0.9,0,0
480,97.5761217948718,IPM,CClip,0.9,0,0
510,97.68629807692308,IPM,CClip,0.9,0,0
540,97.81650641025641,IPM,CClip,0.9,0,0
570,97.84655448717949,IPM,CClip,0.9,0,0
600,97.93669871794872,IPM,CClip,0.9,0,0
30,87.24959935897436,ALIE,CClip,0.9,0,0
60,91.63661858974359,ALIE,CClip,0.9,0,0
90,93.51963141025641,ALIE,CClip,0.9,0,0
120,94.74158653846153,ALIE,CClip,0.9,0,0
150,95.44270833333333,ALIE,CClip,0.9,0,0
180,96.24399038461539,ALIE,CClip,0.9,0,0
210,96.68469551282051,ALIE,CClip,0.9,0,0
240,96.8349358974359,ALIE,CClip,0.9,0,0
270,97.32572115384616,ALIE,CClip,0.9,0,0
300,97.00520833333333,ALIE,CClip,0.9,0,0
330,97.60616987179488,ALIE,CClip,0.9,0,0
360,97.47596153846153,ALIE,CClip,0.9,0,0
390,97.99679487179488,ALIE,CClip,0.9,0,0
420,96.93509615384616,ALIE,CClip,0.9,0,0
450,97.55608974358974,ALIE,CClip,0.9,0,0
480,98.15705128205128,ALIE,CClip,0.9,0,0
510,98.046875,ALIE,CClip,0.9,0,0
540,98.22716346153847,ALIE,CClip,0.9,0,0
570,98.19711538461539,ALIE,CClip,0.9,0,0
600,98.30729166666667,ALIE,CClip,0.9,0,0
30,49.55929487179487,BF,CClip,0.0,0,2
60,70.06209935897436,BF,CClip,0.0,0,2
90,79.69751602564102,BF,CClip,0.0,0,2
120,82.79246794871794,BF,CClip,0.0,0,2
150,85.61698717948718,BF,CClip,0.0,0,2
180,87.5801282051282,BF,CClip,0.0,0,2
210,88.05088141025641,BF,CClip,0.0,0,2
240,89.04246794871794,BF,CClip,0.0,0,2
270,89.60336538461539,BF,CClip,0.0,0,2
300,89.79366987179488,BF,CClip,0.0,0,2
330,90.1943108974359,BF,CClip,0.0,0,2
360,90.28445512820512,BF,CClip,0.0,0,2
390,90.1943108974359,BF,CClip,0.0,0,2
420,91.3261217948718,BF,CClip,0.0,0,2
450,91.22596153846153,BF,CClip,0.0,0,2
480,91.18589743589743,BF,CClip,0.0,0,2
510,91.50641025641026,BF,CClip,0.0,0,2
540,91.47636217948718,BF,CClip,0.0,0,2
570,91.60657051282051,BF,CClip,0.0,0,2
600,92.03725961538461,BF,CClip,0.0,0,2
30,56.10977564102564,LF,CClip,0.0,0,2
60,75.21033653846153,LF,CClip,0.0,0,2
90,81.82091346153847,LF,CClip,0.0,0,2
120,82.98277243589743,LF,CClip,0.0,0,2
150,84.36498397435898,LF,CClip,0.0,0,2
180,84.96594551282051,LF,CClip,0.0,0,2
210,86.0176282051282,LF,CClip,0.0,0,2
240,86.89903846153847,LF,CClip,0.0,0,2
270,87.90064102564102,LF,CClip,0.0,0,2
300,87.98076923076923,LF,CClip,0.0,0,2
330,88.45152243589743,LF,CClip,0.0,0,2
360,89.75360576923077,LF,CClip,0.0,0,2
390,89.7636217948718,LF,CClip,0.0,0,2
420,89.99399038461539,LF,CClip,0.0,0,2
450,90.80528846153847,LF,CClip,0.0,0,2
480,91.02564102564102,LF,CClip,0.0,0,2
510,91.1358173076923,LF,CClip,0.0,0,2
540,91.80689102564102,LF,CClip,0.0,0,2
570,91.29607371794872,LF,CClip,0.0,0,2
600,92.1474358974359,LF,CClip,0.0,0,2
30,27.403846153846153,mimic,CClip,0.0,0,2
60,70.91346153846153,mimic,CClip,0.0,0,2
90,83.57371794871794,mimic,CClip,0.0,0,2
120,86.21794871794872,mimic,CClip,0.0,0,2
150,86.94911858974359,mimic,CClip,0.0,0,2
180,89.15264423076923,mimic,CClip,0.0,0,2
210,89.48317307692308,mimic,CClip,0.0,0,2
240,90.41466346153847,mimic,CClip,0.0,0,2
270,90.95552884615384,mimic,CClip,0.0,0,2
300,90.83533653846153,mimic,CClip,0.0,0,2
330,90.5849358974359,mimic,CClip,0.0,0,2
360,90.81530448717949,mimic,CClip,0.0,0,2
390,91.4463141025641,mimic,CClip,0.0,0,2
420,92.11738782051282,mimic,CClip,0.0,0,2
450,91.97716346153847,mimic,CClip,0.0,0,2
480,92.39783653846153,mimic,CClip,0.0,0,2
510,92.75841346153847,mimic,CClip,0.0,0,2
540,92.58814102564102,mimic,CClip,0.0,0,2
570,92.56810897435898,mimic,CClip,0.0,0,2
600,93.34935897435898,mimic,CClip,0.0,0,2
30,54.53725961538461,IPM,CClip,0.0,0,2
60,75.25040064102564,IPM,CClip,0.0,0,2
90,83.65384615384616,IPM,CClip,0.0,0,2
120,86.23798076923077,IPM,CClip,0.0,0,2
150,88.14102564102564,IPM,CClip,0.0,0,2
180,89.16266025641026,IPM,CClip,0.0,0,2
210,89.4130608974359,IPM,CClip,0.0,0,2
240,90.3145032051282,IPM,CClip,0.0,0,2
270,90.73517628205128,IPM,CClip,0.0,0,2
300,90.88541666666667,IPM,CClip,0.0,0,2
330,91.26602564102564,IPM,CClip,0.0,0,2
360,91.4863782051282,IPM,CClip,0.0,0,2
390,91.73677884615384,IPM,CClip,0.0,0,2
420,92.03725961538461,IPM,CClip,0.0,0,2
450,91.97716346153847,IPM,CClip,0.0,0,2
480,92.19751602564102,IPM,CClip,0.0,0,2
510,92.4579326923077,IPM,CClip,0.0,0,2
540,92.56810897435898,IPM,CClip,0.0,0,2
570,92.66826923076923,IPM,CClip,0.0,0,2
600,93.15905448717949,IPM,CClip,0.0,0,2
30,63.571714743589745,ALIE,CClip,0.0,0,2
60,81.36017628205128,ALIE,CClip,0.0,0,2
90,86.53846153846153,ALIE,CClip,0.0,0,2
120,88.31129807692308,ALIE,CClip,0.0,0,2
150,89.34294871794872,ALIE,CClip,0.0,0,2
180,89.42307692307692,ALIE,CClip,0.0,0,2
210,89.84375,ALIE,CClip,0.0,0,2
240,90.63501602564102,ALIE,CClip,0.0,0,2
270,90.55488782051282,ALIE,CClip,0.0,0,2
300,90.59495192307692,ALIE,CClip,0.0,0,2
330,90.96554487179488,ALIE,CClip,0.0,0,2
360,91.5264423076923,ALIE,CClip,0.0,0,2
390,91.40625,ALIE,CClip,0.0,0,2
420,90.8954326923077,ALIE,CClip,0.0,0,2
450,90.96554487179488,ALIE,CClip,0.0,0,2
480,90.9354967948718,ALIE,CClip,0.0,0,2
510,91.34615384615384,ALIE,CClip,0.0,0,2
540,90.18429487179488,ALIE,CClip,0.0,0,2
570,91.56650641025641,ALIE,CClip,0.0,0,2
600,92.28766025641026,ALIE,CClip,0.0,0,2
30,80.5889423076923,BF,CClip,0.9,0,2
60,89.95392628205128,BF,CClip,0.9,0,2
90,91.68669871794872,BF,CClip,0.9,0,2
120,93.7900641025641,BF,CClip,0.9,0,2
150,93.98036858974359,BF,CClip,0.9,0,2
180,95.1923076923077,BF,CClip,0.9,0,2
210,95.60296474358974,BF,CClip,0.9,0,2
240,96.03365384615384,BF,CClip,0.9,0,2
270,96.47435897435898,BF,CClip,0.9,0,2
300,96.59455128205128,BF,CClip,0.9,0,2
330,97.02524038461539,BF,CClip,0.9,0,2
360,97.01522435897436,BF,CClip,0.9,0,2
390,97.17548076923077,BF,CClip,0.9,0,2
420,97.51602564102564,BF,CClip,0.9,0,2
450,97.40584935897436,BF,CClip,0.9,0,2
480,97.46594551282051,BF,CClip,0.9,0,2
510,97.68629807692308,BF,CClip,0.9,0,2
540,97.79647435897436,BF,CClip,0.9,0,2
570,98.01682692307692,BF,CClip,0.9,0,2
600,97.83653846153847,BF,CClip,0.9,0,2
30,82.70232371794872,LF,CClip,0.9,0,2
60,91.15584935897436,LF,CClip,0.9,0,2
90,92.28766025641026,LF,CClip,0.9,0,2
120,94.0204326923077,LF,CClip,0.9,0,2
150,94.42107371794872,LF,CClip,0.9,0,2
180,95.40264423076923,LF,CClip,0.9,0,2
210,95.51282051282051,LF,CClip,0.9,0,2
240,96.23397435897436,LF,CClip,0.9,0,2
270,96.3641826923077,LF,CClip,0.9,0,2
300,96.70472756410257,LF,CClip,0.9,0,2
330,96.8349358974359,LF,CClip,0.9,0,2
360,97.21554487179488,LF,CClip,0.9,0,2
390,97.15544871794872,LF,CClip,0.9,0,2
420,97.5761217948718,LF,CClip,0.9,0,2
450,97.47596153846153,LF,CClip,0.9,0,2
480,97.48597756410257,LF,CClip,0.9,0,2
510,97.7363782051282,LF,CClip,0.9,0,2
540,97.90665064102564,LF,CClip,0.9,0,2
570,98.046875,LF,CClip,0.9,0,2
600,97.95673076923077,LF,CClip,0.9,0,2
30,84.11458333333333,mimic,CClip,0.9,0,2
60,89.62339743589743,mimic,CClip,0.9,0,2
90,92.41786858974359,mimic,CClip,0.9,0,2
120,94.0204326923077,mimic,CClip,0.9,0,2
150,94.38100961538461,mimic,CClip,0.9,0,2
180,95.33253205128206,mimic,CClip,0.9,0,2
210,95.6229967948718,mimic,CClip,0.9,0,2
240,96.26402243589743,mimic,CClip,0.9,0,2
270,96.80488782051282,mimic,CClip,0.9,0,2
300,96.9551282051282,mimic,CClip,0.9,0,2
330,97.12540064102564,mimic,CClip,0.9,0,2
360,97.09535256410257,mimic,CClip,0.9,0,2
390,97.39583333333333,mimic,CClip,0.9,0,2
420,97.72636217948718,mimic,CClip,0.9,0,2
450,97.51602564102564,mimic,CClip,0.9,0,2
480,97.82652243589743,mimic,CClip,0.9,0,2
510,97.55608974358974,mimic,CClip,0.9,0,2
540,98.11698717948718,mimic,CClip,0.9,0,2
570,98.07692307692308,mimic,CClip,0.9,0,2
600,98.06690705128206,mimic,CClip,0.9,0,2
30,82.36177884615384,IPM,CClip,0.9,0,2
60,91.10576923076923,IPM,CClip,0.9,0,2
90,92.17748397435898,IPM,CClip,0.9,0,2
120,94.09054487179488,IPM,CClip,0.9,0,2
150,94.15064102564102,IPM,CClip,0.9,0,2
180,95.36258012820512,IPM,CClip,0.9,0,2
210,95.49278846153847,IPM,CClip,0.9,0,2
240,96.00360576923077,IPM,CClip,0.9,0,2
270,96.41426282051282,IPM,CClip,0.9,0,2
300,96.70472756410257,IPM,CClip,0.9,0,2
330,96.94511217948718,IPM,CClip,0.9,0,2
360,97.10536858974359,IPM,CClip,0.9,0,2
390,97.05528846153847,IPM,CClip,0.9,0,2
420,97.44591346153847,IPM,CClip,0.9,0,2
450,97.37580128205128,IPM,CClip,0.9,0,2
480,97.52604166666667,IPM,CClip,0.9,0,2
510,97.72636217948718,IPM,CClip,0.9,0,2
540,97.83653846153847,IPM,CClip,0.9,0,2
570,98.01682692307692,IPM,CClip,0.9,0,2
600,97.93669871794872,IPM,CClip,0.9,0,2
30,81.15985576923077,ALIE,CClip,0.9,0,2
60,91.5264423076923,ALIE,CClip,0.9,0,2
90,93.50961538461539,ALIE,CClip,0.9,0,2
120,94.8016826923077,ALIE,CClip,0.9,0,2
150,95.16225961538461,ALIE,CClip,0.9,0,2
180,96.23397435897436,ALIE,CClip,0.9,0,2
210,96.55448717948718,ALIE,CClip,0.9,0,2
240,96.98517628205128,ALIE,CClip,0.9,0,2
270,97.41586538461539,ALIE,CClip,0.9,0,2
300,97.50600961538461,ALIE,CClip,0.9,0,2
330,97.58613782051282,ALIE,CClip,0.9,0,2
360,97.64623397435898,ALIE,CClip,0.9,0,2
390,97.85657051282051,ALIE,CClip,0.9,0,2
420,97.76642628205128,ALIE,CClip,0.9,0,2
450,97.99679487179488,ALIE,CClip,0.9,0,2
480,97.81650641025641,ALIE,CClip,0.9,0,2
510,98.26722756410257,ALIE,CClip,0.9,0,2
540,98.3173076923077,ALIE,CClip,0.9,0,2
570,98.07692307692308,ALIE,CClip,0.9,0,2
600,97.84655448717949,ALIE,CClip,0.9,0,2
30,66.07572115384616,BF,CClip,0.0,1,0
60,68.03886217948718,BF,CClip,0.0,1,0
90,65.73517628205128,BF,CClip,0.0,1,0
120,66.85697115384616,BF,CClip,0.0,1,0
150,69.15064102564102,BF,CClip,0.0,1,0
180,71.484375,BF,CClip,0.0,1,0
210,71.92508012820512,BF,CClip,0.0,1,0
240,72.76642628205128,BF,CClip,0.0,1,0
270,73.828125,BF,CClip,0.0,1,0
300,74.35897435897436,BF,CClip,0.0,1,0
330,74.46915064102564,BF,CClip,0.0,1,0
360,74.75961538461539,BF,CClip,0.0,1,0
390,75.05008012820512,BF,CClip,0.0,1,0
420,75.0,BF,CClip,0.0,1,0
450,75.28044871794872,BF,CClip,0.0,1,0
480,75.4707532051282,BF,CClip,0.0,1,0
510,75.33052884615384,BF,CClip,0.0,1,0
540,75.44070512820512,BF,CClip,0.0,1,0
570,75.46073717948718,BF,CClip,0.0,1,0
600,75.68108974358974,BF,CClip,0.0,1,0
30,70.15224358974359,LF,CClip,0.0,1,0
60,75.76121794871794,LF,CClip,0.0,1,0
90,79.69751602564102,LF,CClip,0.0,1,0
120,81.62059294871794,LF,CClip,0.0,1,0
150,83.44350961538461,LF,CClip,0.0,1,0
180,83.4735576923077,LF,CClip,0.0,1,0
210,86.2479967948718,LF,CClip,0.0,1,0
240,87.20953525641026,LF,CClip,0.0,1,0
270,87.13942307692308,LF,CClip,0.0,1,0
300,87.91065705128206,LF,CClip,0.0,1,0
330,88.51161858974359,LF,CClip,0.0,1,0
360,89.67347756410257,LF,CClip,0.0,1,0
390,89.28285256410257,LF,CClip,0.0,1,0
420,90.08413461538461,LF,CClip,0.0,1,0
450,90.9354967948718,LF,CClip,0.0,1,0
480,91.0556891025641,LF,CClip,0.0,1,0
510,91.10576923076923,LF,CClip,0.0,1,0
540,91.80689102564102,LF,CClip,0.0,1,0
570,91.65665064102564,LF,CClip,0.0,1,0
600,92.44791666666667,LF,CClip,0.0,1,0
30,36.49839743589744,mimic,CClip,0.0,1,0
60,71.27403846153847,mimic,CClip,0.0,1,0
90,78.32532051282051,mimic,CClip,0.0,1,0
120,84.57532051282051,mimic,CClip,0.0,1,0
150,85.39663461538461,mimic,CClip,0.0,1,0
180,87.0292467948718,mimic,CClip,0.0,1,0
210,88.91225961538461,mimic,CClip,0.0,1,0
240,86.4082532051282,mimic,CClip,0.0,1,0
270,89.98397435897436,mimic,CClip,0.0,1,0
300,89.61338141025641,mimic,CClip,0.0,1,0
330,90.08413461538461,mimic,CClip,0.0,1,0
360,90.61498397435898,mimic,CClip,0.0,1,0
390,89.29286858974359,mimic,CClip,0.0,1,0
420,89.66346153846153,mimic,CClip,0.0,1,0
450,91.39623397435898,mimic,CClip,0.0,1,0
480,91.20592948717949,mimic,CClip,0.0,1,0
510,90.84535256410257,mimic,CClip,0.0,1,0
540,92.1073717948718,mimic,CClip,0.0,1,0
570,91.015625,mimic,CClip,0.0,1,0
600,92.16746794871794,mimic,CClip,0.0,1,0
30,71.24399038461539,IPM,CClip,0.0,1,0
60,75.99158653846153,IPM,CClip,0.0,1,0
90,81.11979166666667,IPM,CClip,0.0,1,0
120,85.15625,IPM,CClip,0.0,1,0
150,87.12940705128206,IPM,CClip,0.0,1,0
180,88.3613782051282,IPM,CClip,0.0,1,0
210,89.40304487179488,IPM,CClip,0.0,1,0
240,89.9238782051282,IPM,CClip,0.0,1,0
270,90.06410256410257,IPM,CClip,0.0,1,0
300,90.41466346153847,IPM,CClip,0.0,1,0
330,90.86538461538461,IPM,CClip,0.0,1,0
360,91.11578525641026,IPM,CClip,0.0,1,0
390,91.37620192307692,IPM,CClip,0.0,1,0
420,91.27604166666667,IPM,CClip,0.0,1,0
450,91.58653846153847,IPM,CClip,0.0,1,0
480,91.72676282051282,IPM,CClip,0.0,1,0
510,91.94711538461539,IPM,CClip,0.0,1,0
540,92.09735576923077,IPM,CClip,0.0,1,0
570,92.07732371794872,IPM,CClip,0.0,1,0
600,92.4579326923077,IPM,CClip,0.0,1,0
30,75.19030448717949,ALIE,CClip,0.0,1,0
60,84.15464743589743,ALIE,CClip,0.0,1,0
90,87.21955128205128,ALIE,CClip,0.0,1,0
120,88.58173076923077,ALIE,CClip,0.0,1,0
150,89.32291666666667,ALIE,CClip,0.0,1,0
180,89.63341346153847,ALIE,CClip,0.0,1,0
210,89.8036858974359,ALIE,CClip,0.0,1,0
240,89.68349358974359,ALIE,CClip,0.0,1,0
270,90.22435897435898,ALIE,CClip,0.0,1,0
300,90.49479166666667,ALIE,CClip,0.0,1,0
330,90.76522435897436,ALIE,CClip,0.0,1,0
360,90.85536858974359,ALIE,CClip,0.0,1,0
390,90.61498397435898,ALIE,CClip,0.0,1,0
420,90.76522435897436,ALIE,CClip,0.0,1,0
450,91.04567307692308,ALIE,CClip,0.0,1,0
480,90.96554487179488,ALIE,CClip,0.0,1,0
510,90.84535256410257,ALIE,CClip,0.0,1,0
540,89.453125,ALIE,CClip,0.0,1,0
570,91.3261217948718,ALIE,CClip,0.0,1,0
600,91.07572115384616,ALIE,CClip,0.0,1,0
30,82.57211538461539,BF,CClip,0.9,1,0
60,87.48998397435898,BF,CClip,0.9,1,0
90,92.0673076923077,BF,CClip,0.9,1,0
120,93.21915064102564,BF,CClip,0.9,1,0
150,94.0604967948718,BF,CClip,0.9,1,0
180,94.58133012820512,BF,CClip,0.9,1,0
210,94.99198717948718,BF,CClip,0.9,1,0
240,95.41266025641026,BF,CClip,0.9,1,0
270,96.0136217948718,BF,CClip,0.9,1,0
300,96.25400641025641,BF,CClip,0.9,1,0
330,96.59455128205128,BF,CClip,0.9,1,0
360,96.43429487179488,BF,CClip,0.9,1,0
390,96.78485576923077,BF,CClip,0.9,1,0
420,97.10536858974359,BF,CClip,0.9,1,0
450,97.17548076923077,BF,CClip,0.9,1,0
480,97.35576923076923,BF,CClip,0.9,1,0
510,97.50600961538461,BF,CClip,0.9,1,0
540,97.51602564102564,BF,CClip,0.9,1,0
570,97.84655448717949,BF,CClip,0.9,1,0
600,97.6963141025641,BF,CClip,0.9,1,0
30,86.77884615384616,LF,CClip,0.9,1,0
60,91.0556891025641,LF,CClip,0.9,1,0
90,92.5380608974359,LF,CClip,0.9,1,0
120,93.92027243589743,LF,CClip,0.9,1,0
150,94.5713141025641,LF,CClip,0.9,1,0
180,94.95192307692308,LF,CClip,0.9,1,0
210,95.22235576923077,LF,CClip,0.9,1,0
240,95.7832532051282,LF,CClip,0.9,1,0
270,96.06370192307692,LF,CClip,0.9,1,0
300,95.99358974358974,LF,CClip,0.9,1,0
330,96.61458333333333,LF,CClip,0.9,1,0
360,96.3641826923077,LF,CClip,0.9,1,0
390,96.80488782051282,LF,CClip,0.9,1,0
420,96.90504807692308,LF,CClip,0.9,1,0
450,96.9951923076923,LF,CClip,0.9,1,0
480,97.19551282051282,LF,CClip,0.9,1,0
510,97.44591346153847,LF,CClip,0.9,1,0
540,97.50600961538461,LF,CClip,0.9,1,0
570,97.71634615384616,LF,CClip,0.9,1,0
600,97.70633012820512,LF,CClip,0.9,1,0
30,84.375,mimic,CClip,0.9,1,0
60,89.68349358974359,mimic,CClip,0.9,1,0
90,91.08573717948718,mimic,CClip,0.9,1,0
120,93.02884615384616,mimic,CClip,0.9,1,0
150,93.85016025641026,mimic,CClip,0.9,1,0
180,94.36097756410257,mimic,CClip,0.9,1,0
210,95.55288461538461,mimic,CClip,0.9,1,0
240,95.46274038461539,mimic,CClip,0.9,1,0
270,95.68309294871794,mimic,CClip,0.9,1,0
300,96.58453525641026,mimic,CClip,0.9,1,0
330,96.59455128205128,mimic,CClip,0.9,1,0
360,96.6045673076923,mimic,CClip,0.9,1,0
390,97.12540064102564,mimic,CClip,0.9,1,0
420,97.2255608974359,mimic,CClip,0.9,1,0
450,97.3858173076923,mimic,CClip,0.9,1,0
480,97.65625,mimic,CClip,0.9,1,0
510,97.80649038461539,mimic,CClip,0.9,1,0
