Iterations,Accuracy (%),ATK,AGG,Momentum,seed,Bucketing
270,9.835737179487179,IPM,KRUM,0.9,2,2
300,17.928685897435898,IPM,KRUM,0.9,2,2
330,19.03044871794872,IPM,KRUM,0.9,2,2
360,10.346554487179487,IPM,KRUM,0.9,2,2
390,12.810496794871796,IPM,KRUM,0.9,2,2
420,23.22716346153846,IPM,KRUM,0.9,2,2
450,23.187099358974358,IPM,KRUM,0.9,2,2
480,40.18429487179487,IPM,KRUM,0.9,2,2
510,38.48157051282051,IPM,KRUM,0.9,2,2
540,48.76802884615385,IPM,KRUM,0.9,2,2
570,52.19350961538461,IPM,KRUM,0.9,2,2
600,57.09134615384615,IPM,KRUM,0.9,2,2
30,61.197916666666664,ALIE,KRUM,0.9,2,2
60,29.857772435897434,ALIE,KRUM,0.9,2,2
90,68.3994391025641,ALIE,KRUM,0.9,2,2
120,67.62820512820512,ALIE,KRUM,0.9,2,2
150,32.37179487179487,ALIE,KRUM,0.9,2,2
180,78.0849358974359,ALIE,KRUM,0.9,2,2
210,81.62059294871794,ALIE,KRUM,0.9,2,2
240,88.2411858974359,ALIE,KRUM,0.9,2,2
270,91.84695512820512,ALIE,KRUM,0.9,2,2
300,11.368189102564102,ALIE,KRUM,0.9,2,2
330,11.368189102564102,ALIE,KRUM,0.9,2,2
360,11.368189102564102,ALIE,KRUM,0.9,2,2
390,10.116185897435898,ALIE,KRUM,0.9,2,2
420,10.116185897435898,ALIE,KRUM,0.9,2,2
450,10.116185897435898,ALIE,KRUM,0.9,2,2
480,10.116185897435898,ALIE,KRUM,0.9,2,2
510,10.116185897435898,ALIE,KRUM,0.9,2,2
540,10.116185897435898,ALIE,KRUM,0.9,2,2
570,10.116185897435898,ALIE,KRUM,0.9,2,2
600,10.116185897435898,ALIE,KRUM,0.9,2,2
30,9.945913461538462,BF,CM,0.0,0,0
60,9.505208333333334,BF,CM,0.0,0,0
90,11.618589743589743,BF,CM,0.0,0,0
120,18.529647435897434,BF,CM,0.0,0,0
150,31.239983974358974,BF,CM,0.0,0,0
180,40.514823717948715,BF,CM,0.0,0,0
210,44.8818108974359,BF,CM,0.0,0,0
240,45.64302884615385,BF,CM,0.0,0,0
270,47.46594551282051,BF,CM,0.0,0,0
300,47.576121794871796,BF,CM,0.0,0,0
330,45.65304487179487,BF,CM,0.0,0,0
360,43.078926282051285,BF,CM,0.0,0,0
390,42.69831730769231,BF,CM,0.0,0,0
420,40.39463141025641,BF,CM,0.0,0,0
450,41.72676282051282,BF,CM,0.0,0,0
480,41.897035256410255,BF,CM,0.0,0,0
510,41.40625,BF,CM,0.0,0,0
540,42.00721153846154,BF,CM,0.0,0,0
570,42.12740384615385,BF,CM,0.0,0,0
600,43.11899038461539,BF,CM,0.0,0,0
30,13.03084935897436,LF,CM,0.0,0,0
60,27.774439102564102,LF,CM,0.0,0,0
90,33.313301282051285,LF,CM,0.0,0,0
120,39.03245192307692,LF,CM,0.0,0,0
150,44.28084935897436,LF,CM,0.0,0,0
180,47.43589743589744,LF,CM,0.0,0,0
210,52.39383012820513,LF,CM,0.0,0,0
240,51.872996794871796,LF,CM,0.0,0,0
270,50.100160256410255,LF,CM,0.0,0,0
300,48.85817307692308,LF,CM,0.0,0,0
330,46.27403846153846,LF,CM,0.0,0,0
360,43.60977564102564,LF,CM,0.0,0,0
390,39.743589743589745,LF,CM,0.0,0,0
420,35.53685897435897,LF,CM,0.0,0,0
450,34.22475961538461,LF,CM,0.0,0,0
480,33.11298076923077,LF,CM,0.0,0,0
510,31.540464743589745,LF,CM,0.0,0,0
540,30.779246794871796,LF,CM,0.0,0,0
570,29.517227564102566,LF,CM,0.0,0,0
600,30.138221153846153,LF,CM,0.0,0,0
30,10.29647435897436,mimic,CM,0.0,0,0
60,10.556891025641026,mimic,CM,0.0,0,0
90,22.325721153846153,mimic,CM,0.0,0,0
120,36.85897435897436,mimic,CM,0.0,0,0
150,39.352964743589745,mimic,CM,0.0,0,0
180,42.16746794871795,mimic,CM,0.0,0,0
210,45.52283653846154,mimic,CM,0.0,0,0
240,46.68469551282051,mimic,CM,0.0,0,0
270,50.46073717948718,mimic,CM,0.0,0,0
300,53.89623397435897,mimic,CM,0.0,0,0
330,55.26842948717949,mimic,CM,0.0,0,0
360,56.73076923076923,mimic,CM,0.0,0,0
390,59.635416666666664,mimic,CM,0.0,0,0
420,61.197916666666664,mimic,CM,0.0,0,0
450,64.71354166666667,mimic,CM,0.0,0,0
480,62.47996794871795,mimic,CM,0.0,0,0
510,60.84735576923077,mimic,CM,0.0,0,0
540,63.53165064102564,mimic,CM,0.0,0,0
570,63.60176282051282,mimic,CM,0.0,0,0
600,66.95713141025641,mimic,CM,0.0,0,0
30,9.405048076923077,IPM,CM,0.0,0,0
60,8.864182692307692,IPM,CM,0.0,0,0
90,8.964342948717949,IPM,CM,0.0,0,0
120,9.755608974358974,IPM,CM,0.0,0,0
150,10.606971153846153,IPM,CM,0.0,0,0
180,13.070913461538462,IPM,CM,0.0,0,0
210,17.588141025641026,IPM,CM,0.0,0,0
240,25.540865384615383,IPM,CM,0.0,0,0
270,29.84775641025641,IPM,CM,0.0,0,0
300,33.11298076923077,IPM,CM,0.0,0,0
330,35.16626602564103,IPM,CM,0.0,0,0
360,36.54847756410256,IPM,CM,0.0,0,0
390,38.16105769230769,IPM,CM,0.0,0,0
420,42.82852564102564,IPM,CM,0.0,0,0
450,47.79647435897436,IPM,CM,0.0,0,0
480,49.84975961538461,IPM,CM,0.0,0,0
510,51.37219551282051,IPM,CM,0.0,0,0
540,52.89463141025641,IPM,CM,0.0,0,0
570,55.00801282051282,IPM,CM,0.0,0,0
600,55.91947115384615,IPM,CM,0.0,0,0
30,49.26883012820513,ALIE,CM,0.0,0,0
60,70.96354166666667,ALIE,CM,0.0,0,0
90,77.53405448717949,ALIE,CM,0.0,0,0
120,79.62740384615384,ALIE,CM,0.0,0,0
150,81.23998397435898,ALIE,CM,0.0,0,0
180,82.24158653846153,ALIE,CM,0.0,0,0
210,82.47195512820512,ALIE,CM,0.0,0,0
240,82.25160256410257,ALIE,CM,0.0,0,0
270,83.56370192307692,ALIE,CM,0.0,0,0
300,84.67548076923077,ALIE,CM,0.0,0,0
330,84.73557692307692,ALIE,CM,0.0,0,0
360,64.51322115384616,ALIE,CM,0.0,0,0
390,86.86899038461539,ALIE,CM,0.0,0,0
420,71.38421474358974,ALIE,CM,0.0,0,0
450,81.1298076923077,ALIE,CM,0.0,0,0
480,64.52323717948718,ALIE,CM,0.0,0,0
510,87.43990384615384,ALIE,CM,0.0,0,0
540,67.97876602564102,ALIE,CM,0.0,0,0
570,87.3798076923077,ALIE,CM,0.0,0,0
600,60.647035256410255,ALIE,CM,0.0,0,0
30,19.180689102564102,BF,CM,0.9,0,0
60,60.677083333333336,BF,CM,0.9,0,0
90,53.78605769230769,BF,CM,0.9,0,0
120,46.63461538461539,BF,CM,0.9,0,0
150,57.80248397435897,BF,CM,0.9,0,0
180,51.53245192307692,BF,CM,0.9,0,0
210,44.70152243589744,BF,CM,0.9,0,0
240,48.958333333333336,BF,CM,0.9,0,0
270,43.13902243589744,BF,CM,0.9,0,0
300,50.72115384615385,BF,CM,0.9,0,0
330,43.078926282051285,BF,CM,0.9,0,0
360,41.52644230769231,BF,CM,0.9,0,0
390,46.614583333333336,BF,CM,0.9,0,0
420,38.151041666666664,BF,CM,0.9,0,0
450,48.27724358974359,BF,CM,0.9,0,0
480,38.772035256410255,BF,CM,0.9,0,0
510,49.94991987179487,BF,CM,0.9,0,0
540,19.431089743589745,BF,CM,0.9,0,0
570,55.76923076923077,BF,CM,0.9,0,0
600,47.56610576923077,BF,CM,0.9,0,0
30,45.61298076923077,LF,CM,0.9,0,0
60,61.94911858974359,LF,CM,0.9,0,0
90,47.74639423076923,LF,CM,0.9,0,0
120,56.76081730769231,LF,CM,0.9,0,0
150,67.07732371794872,LF,CM,0.9,0,0
180,69.6113782051282,LF,CM,0.9,0,0
210,68.13902243589743,LF,CM,0.9,0,0
240,52.814503205128204,LF,CM,0.9,0,0
270,54.51722756410256,LF,CM,0.9,0,0
300,60.69711538461539,LF,CM,0.9,0,0
330,52.54407051282051,LF,CM,0.9,0,0
360,49.55929487179487,LF,CM,0.9,0,0
390,48.57772435897436,LF,CM,0.9,0,0
420,43.54967948717949,LF,CM,0.9,0,0
450,50.911458333333336,LF,CM,0.9,0,0
480,59.18469551282051,LF,CM,0.9,0,0
510,62.209535256410255,LF,CM,0.9,0,0
540,64.50320512820512,LF,CM,0.9,0,0
570,44.37099358974359,LF,CM,0.9,0,0
600,55.53886217948718,LF,CM,0.9,0,0
30,42.55809294871795,mimic,CM,0.9,0,0
60,36.608573717948715,mimic,CM,0.9,0,0
90,42.42788461538461,mimic,CM,0.9,0,0
120,49.45913461538461,mimic,CM,0.9,0,0
150,53.67588141025641,mimic,CM,0.9,0,0
180,58.81410256410256,mimic,CM,0.9,0,0
210,56.380208333333336,mimic,CM,0.9,0,0
240,51.14182692307692,mimic,CM,0.9,0,0
270,58.97435897435897,mimic,CM,0.9,0,0
300,68.58974358974359,mimic,CM,0.9,0,0
330,62.11939102564103,mimic,CM,0.9,0,0
360,62.88060897435897,mimic,CM,0.9,0,0
390,70.14222756410257,mimic,CM,0.9,0,0
420,61.13782051282051,mimic,CM,0.9,0,0
450,61.23798076923077,mimic,CM,0.9,0,0
480,59.77564102564103,mimic,CM,0.9,0,0
510,57.111378205128204,mimic,CM,0.9,0,0
540,60.98758012820513,mimic,CM,0.9,0,0
570,51.672676282051285,mimic,CM,0.9,0,0
600,57.12139423076923,mimic,CM,0.9,0,0
30,15.054086538461538,IPM,CM,0.9,0,0
60,36.44831730769231,IPM,CM,0.9,0,0
90,54.38701923076923,IPM,CM,0.9,0,0
120,34.20472756410256,IPM,CM,0.9,0,0
150,21.94511217948718,IPM,CM,0.9,0,0
180,58.75400641025641,IPM,CM,0.9,0,0
210,37.70032051282051,IPM,CM,0.9,0,0
240,43.11899038461539,IPM,CM,0.9,0,0
270,40.32451923076923,IPM,CM,0.9,0,0
300,36.618589743589745,IPM,CM,0.9,0,0
330,43.21915064102564,IPM,CM,0.9,0,0
360,41.58653846153846,IPM,CM,0.9,0,0
390,24.068509615384617,IPM,CM,0.9,0,0
420,28.956330128205128,IPM,CM,0.9,0,0
450,33.56370192307692,IPM,CM,0.9,0,0
480,33.283253205128204,IPM,CM,0.9,0,0
510,35.35657051282051,IPM,CM,0.9,0,0
540,43.59975961538461,IPM,CM,0.9,0,0
570,27.173477564102566,IPM,CM,0.9,0,0
600,34.30488782051282,IPM,CM,0.9,0,0
30,79.23677884615384,ALIE,CM,0.9,0,0
60,81.08974358974359,ALIE,CM,0.9,0,0
90,73.69791666666667,ALIE,CM,0.9,0,0
120,72.3056891025641,ALIE,CM,0.9,0,0
150,16.666666666666668,ALIE,CM,0.9,0,0
180,22.576121794871796,ALIE,CM,0.9,0,0
210,28.415464743589745,ALIE,CM,0.9,0,0
240,16.356169871794872,ALIE,CM,0.9,0,0
270,19.69150641025641,ALIE,CM,0.9,0,0
300,66.18589743589743,ALIE,CM,0.9,0,0
330,9.815705128205128,ALIE,CM,0.9,0,0
360,9.815705128205128,ALIE,CM,0.9,0,0
390,9.815705128205128,ALIE,CM,0.9,0,0
420,9.815705128205128,ALIE,CM,0.9,0,0
450,9.815705128205128,ALIE,CM,0.9,0,0
480,9.815705128205128,ALIE,CM,0.9,0,0
510,9.815705128205128,ALIE,CM,0.9,0,0
540,9.815705128205128,ALIE,CM,0.9,0,0
570,9.815705128205128,ALIE,CM,0.9,0,0
600,9.815705128205128,ALIE,CM,0.9,0,0
30,19.200721153846153,BF,CM,0.0,0,2
60,39.20272435897436,BF,CM,0.0,0,2
90,46.354166666666664,BF,CM,0.0,0,2
120,56.57051282051282,BF,CM,0.0,0,2
150,64.71354166666667,BF,CM,0.0,0,2
180,65.20432692307692,BF,CM,0.0,0,2
210,66.43629807692308,BF,CM,0.0,0,2
240,65.96554487179488,BF,CM,0.0,0,2
270,66.23597756410257,BF,CM,0.0,0,2
300,66.60657051282051,BF,CM,0.0,0,2
330,61.91907051282051,BF,CM,0.0,0,2
360,58.93429487179487,BF,CM,0.0,0,2
390,60.827323717948715,BF,CM,0.0,0,2
420,58.93429487179487,BF,CM,0.0,0,2
450,58.02283653846154,BF,CM,0.0,0,2
480,51.50240384615385,BF,CM,0.0,0,2
510,45.65304487179487,BF,CM,0.0,0,2
540,52.3036858974359,BF,CM,0.0,0,2
570,45.68309294871795,BF,CM,0.0,0,2
600,59.82572115384615,BF,CM,0.0,0,2
30,38.52163461538461,LF,CM,0.0,0,2
60,57.19150641025641,LF,CM,0.0,0,2
90,69.74158653846153,LF,CM,0.0,0,2
120,70.67307692307692,LF,CM,0.0,0,2
150,74.50921474358974,LF,CM,0.0,0,2
180,73.83814102564102,LF,CM,0.0,0,2
210,74.78966346153847,LF,CM,0.0,0,2
240,70.32251602564102,LF,CM,0.0,0,2
270,69.60136217948718,LF,CM,0.0,0,2
300,63.381410256410255,LF,CM,0.0,0,2
330,62.780448717948715,LF,CM,0.0,0,2
360,62.71033653846154,LF,CM,0.0,0,2
390,61.438301282051285,LF,CM,0.0,0,2
420,65.61498397435898,LF,CM,0.0,0,2
450,60.42668269230769,LF,CM,0.0,0,2
480,56.6806891025641,LF,CM,0.0,0,2
510,54.85777243589744,LF,CM,0.0,0,2
540,59.40504807692308,LF,CM,0.0,0,2
570,59.07451923076923,LF,CM,0.0,0,2
600,61.77884615384615,LF,CM,0.0,0,2
30,10.31650641025641,mimic,CM,0.0,0,2
60,38.52163461538461,mimic,CM,0.0,0,2
90,63.88221153846154,mimic,CM,0.0,0,2
120,70.11217948717949,mimic,CM,0.0,0,2
150,74.02844551282051,mimic,CM,0.0,0,2
180,76.5224358974359,mimic,CM,0.0,0,2
210,77.0733173076923,mimic,CM,0.0,0,2
240,77.86458333333333,mimic,CM,0.0,0,2
270,80.87940705128206,mimic,CM,0.0,0,2
300,79.9579326923077,mimic,CM,0.0,0,2
330,76.88301282051282,mimic,CM,0.0,0,2
360,77.58413461538461,mimic,CM,0.0,0,2
390,79.75761217948718,mimic,CM,0.0,0,2
420,80.06810897435898,mimic,CM,0.0,0,2
450,82.57211538461539,mimic,CM,0.0,0,2
480,77.92467948717949,mimic,CM,0.0,0,2
510,81.51041666666667,mimic,CM,0.0,0,2
540,80.86939102564102,mimic,CM,0.0,0,2
570,82.1113782051282,mimic,CM,0.0,0,2
600,82.33173076923077,mimic,CM,0.0,0,2
30,28.53565705128205,IPM,CM,0.0,0,2
60,48.4775641025641,IPM,CM,0.0,0,2
90,63.55168269230769,IPM,CM,0.0,0,2
120,71.27403846153847,IPM,CM,0.0,0,2
150,74.22876602564102,IPM,CM,0.0,0,2
180,76.94310897435898,IPM,CM,0.0,0,2
210,77.27363782051282,IPM,CM,0.0,0,2
240,74.83974358974359,IPM,CM,0.0,0,2
270,78.45552884615384,IPM,CM,0.0,0,2
300,79.26682692307692,IPM,CM,0.0,0,2
330,75.80128205128206,IPM,CM,0.0,0,2
360,72.10536858974359,IPM,CM,0.0,0,2
390,69.66145833333333,IPM,CM,0.0,0,2
420,69.1806891025641,IPM,CM,0.0,0,2
450,70.3525641025641,IPM,CM,0.0,0,2
480,76.0917467948718,IPM,CM,0.0,0,2
510,70.93349358974359,IPM,CM,0.0,0,2
540,70.03205128205128,IPM,CM,0.0,0,2
570,71.89503205128206,IPM,CM,0.0,0,2
600,69.21073717948718,IPM,CM,0.0,0,2
30,49.66947115384615,ALIE,CM,0.0,0,2
60,74.75961538461539,ALIE,CM,0.0,0,2
90,82.29166666666667,ALIE,CM,0.0,0,2
120,84.31490384615384,ALIE,CM,0.0,0,2
150,85.02604166666667,ALIE,CM,0.0,0,2
180,84.73557692307692,ALIE,CM,0.0,0,2
210,73.1670673076923,ALIE,CM,0.0,0,2
240,85.9775641025641,ALIE,CM,0.0,0,2
270,82.61217948717949,ALIE,CM,0.0,0,2
300,81.15985576923077,ALIE,CM,0.0,0,2
330,87.72035256410257,ALIE,CM,0.0,0,2
360,88.02083333333333,ALIE,CM,0.0,0,2
390,84.36498397435898,ALIE,CM,0.0,0,2
420,82.05128205128206,ALIE,CM,0.0,0,2
450,89.03245192307692,ALIE,CM,0.0,0,2
480,87.5400641025641,ALIE,CM,0.0,0,2
510,89.27283653846153,ALIE,CM,0.0,0,2
540,88.1610576923077,ALIE,CM,0.0,0,2
570,85.55689102564102,ALIE,CM,0.0,0,2
600,88.77203525641026,ALIE,CM,0.0,0,2
30,69.39102564102564,BF,CM,0.9,0,2
60,68.50961538461539,BF,CM,0.9,0,2
90,55.66907051282051,BF,CM,0.9,0,2
120,71.8349358974359,BF,CM,0.9,0,2
150,62.970753205128204,BF,CM,0.9,0,2
180,63.99238782051282,BF,CM,0.9,0,2
210,50.4306891025641,BF,CM,0.9,0,2
240,69.40104166666667,BF,CM,0.9,0,2
270,63.82211538461539,BF,CM,0.9,0,2
300,56.59054487179487,BF,CM,0.9,0,2
330,69.82171474358974,BF,CM,0.9,0,2
360,53.415464743589745,BF,CM,0.9,0,2
390,70.13221153846153,BF,CM,0.9,0,2
420,64.09254807692308,BF,CM,0.9,0,2
450,65.92548076923077,BF,CM,0.9,0,2
480,67.96875,BF,CM,0.9,0,2
510,64.9238782051282,BF,CM,0.9,0,2
540,66.02564102564102,BF,CM,0.9,0,2
570,58.11298076923077,BF,CM,0.9,0,2
600,72.41586538461539,BF,CM,0.9,0,2
30,73.73798076923077,LF,CM,0.9,0,2
60,78.44551282051282,LF,CM,0.9,0,2
90,67.17748397435898,LF,CM,0.9,0,2
120,73.26722756410257,LF,CM,0.9,0,2
150,67.83854166666667,LF,CM,0.9,0,2
180,76.01161858974359,LF,CM,0.9,0,2
210,66.43629807692308,LF,CM,0.9,0,2
240,67.36778846153847,LF,CM,0.9,0,2
270,75.85136217948718,LF,CM,0.9,0,2
300,62.30969551282051,LF,CM,0.9,0,2
330,63.08092948717949,LF,CM,0.9,0,2
360,71.58453525641026,LF,CM,0.9,0,2
390,65.72516025641026,LF,CM,0.9,0,2
420,59.42508012820513,LF,CM,0.9,0,2
450,66.56650641025641,LF,CM,0.9,0,2
480,68.67988782051282,LF,CM,0.9,0,2
510,70.13221153846153,LF,CM,0.9,0,2
540,73.34735576923077,LF,CM,0.9,0,2
570,62.17948717948718,LF,CM,0.9,0,2
600,73.28725961538461,LF,CM,0.9,0,2
30,63.782051282051285,mimic,CM,0.9,0,2
60,64.3729967948718,mimic,CM,0.9,0,2
90,70.15224358974359,mimic,CM,0.9,0,2
120,79.38701923076923,mimic,CM,0.9,0,2
150,71.35416666666667,mimic,CM,0.9,0,2
180,84.07451923076923,mimic,CM,0.9,0,2
210,80.21834935897436,mimic,CM,0.9,0,2
240,66.70673076923077,mimic,CM,0.9,0,2
270,78.03485576923077,mimic,CM,0.9,0,2
300,64.1025641025641,mimic,CM,0.9,0,2
330,81.48036858974359,mimic,CM,0.9,0,2
360,68.63982371794872,mimic,CM,0.9,0,2
390,80.62900641025641,mimic,CM,0.9,0,2
420,74.98998397435898,mimic,CM,0.9,0,2
450,75.69110576923077,mimic,CM,0.9,0,2
480,68.05889423076923,mimic,CM,0.9,0,2
510,75.59094551282051,mimic,CM,0.9,0,2
540,78.72596153846153,mimic,CM,0.9,0,2
570,69.08052884615384,mimic,CM,0.9,0,2
600,79.32692307692308,mimic,CM,0.9,0,2
30,68.36939102564102,IPM,CM,0.9,0,2
60,65.09415064102564,IPM,CM,0.9,0,2
90,50.46073717948718,IPM,CM,0.9,0,2
120,66.34615384615384,IPM,CM,0.9,0,2
150,64.69350961538461,IPM,CM,0.9,0,2
180,62.98076923076923,IPM,CM,0.9,0,2
210,67.83854166666667,IPM,CM,0.9,0,2
240,66.23597756410257,IPM,CM,0.9,0,2
270,57.05128205128205,IPM,CM,0.9,0,2
300,60.5068108974359,IPM,CM,0.9,0,2
330,64.30288461538461,IPM,CM,0.9,0,2
360,61.48838141025641,IPM,CM,0.9,0,2
390,61.48838141025641,IPM,CM,0.9,0,2
420,58.23317307692308,IPM,CM,0.9,0,2
450,65.95552884615384,IPM,CM,0.9,0,2
480,62.31971153846154,IPM,CM,0.9,0,2
510,59.264823717948715,IPM,CM,0.9,0,2
540,50.69110576923077,IPM,CM,0.9,0,2
570,63.99238782051282,IPM,CM,0.9,0,2
600,61.85897435897436,IPM,CM,0.9,0,2
30,75.25040064102564,ALIE,CM,0.9,0,2
60,79.70753205128206,ALIE,CM,0.9,0,2
90,79.34695512820512,ALIE,CM,0.9,0,2
120,84.90584935897436,ALIE,CM,0.9,0,2
150,83.80408653846153,ALIE,CM,0.9,0,2
180,90.29447115384616,ALIE,CM,0.9,0,2
210,84.98597756410257,ALIE,CM,0.9,0,2
240,91.03565705128206,ALIE,CM,0.9,0,2
270,94.13060897435898,ALIE,CM,0.9,0,2
300,78.53565705128206,ALIE,CM,0.9,0,2
330,93.76001602564102,ALIE,CM,0.9,0,2
360,81.18990384615384,ALIE,CM,0.9,0,2
390,92.44791666666667,ALIE,CM,0.9,0,2
420,94.74158653846153,ALIE,CM,0.9,0,2
450,94.86177884615384,ALIE,CM,0.9,0,2
480,95.71314102564102,ALIE,CM,0.9,0,2
510,95.56290064102564,ALIE,CM,0.9,0,2
540,94.74158653846153,ALIE,CM,0.9,0,2
570,94.30088141025641,ALIE,CM,0.9,0,2
600,94.86177884615384,ALIE,CM,0.9,0,2
30,9.62540064102564,BF,CM,0.0,1,0
60,16.075721153846153,BF,CM,0.0,1,0
90,30.709134615384617,BF,CM,0.0,1,0
120,41.33613782051282,BF,CM,0.0,1,0
150,46.32411858974359,BF,CM,0.0,1,0
180,47.10536858974359,BF,CM,0.0,1,0
210,44.010416666666664,BF,CM,0.0,1,0
240,44.140625,BF,CM,0.0,1,0
270,42.55809294871795,BF,CM,0.0,1,0
300,41.45633012820513,BF,CM,0.0,1,0
330,40.41466346153846,BF,CM,0.0,1,0
360,38.52163461538461,BF,CM,0.0,1,0
390,36.07772435897436,BF,CM,0.0,1,0
420,31.560496794871796,BF,CM,0.0,1,0
450,29.377003205128204,BF,CM,0.0,1,0
480,27.89463141025641,BF,CM,0.0,1,0
510,27.02323717948718,BF,CM,0.0,1,0
540,27.263621794871796,BF,CM,0.0,1,0
570,27.033253205128204,BF,CM,0.0,1,0
600,26.963141025641026,BF,CM,0.0,1,0
30,23.727964743589745,LF,CM,0.0,1,0
60,30.518830128205128,LF,CM,0.0,1,0
90,40.735176282051285,LF,CM,0.0,1,0
120,45.95352564102564,LF,CM,0.0,1,0
150,47.766426282051285,LF,CM,0.0,1,0
180,47.265625,LF,CM,0.0,1,0
210,46.67467948717949,LF,CM,0.0,1,0
240,44.821714743589745,LF,CM,0.0,1,0
270,44.08052884615385,LF,CM,0.0,1,0
300,42.55809294871795,LF,CM,0.0,1,0
330,41.3661858974359,LF,CM,0.0,1,0
360,38.181089743589745,LF,CM,0.0,1,0
390,34.17467948717949,LF,CM,0.0,1,0
420,32.17147435897436,LF,CM,0.0,1,0
450,30.23838141025641,LF,CM,0.0,1,0
480,27.704326923076923,LF,CM,0.0,1,0
510,26.79286858974359,LF,CM,0.0,1,0
540,25.741185897435898,LF,CM,0.0,1,0
570,27.463942307692307,LF,CM,0.0,1,0
600,25.200320512820515,LF,CM,0.0,1,0
30,9.755608974358974,mimic,CM,0.0,1,0
60,20.63301282051282,mimic,CM,0.0,1,0
90,36.247996794871796,mimic,CM,0.0,1,0
120,48.61778846153846,mimic,CM,0.0,1,0
150,52.78445512820513,mimic,CM,0.0,1,0
180,57.22155448717949,mimic,CM,0.0,1,0
210,62.209535256410255,mimic,CM,0.0,1,0
240,65.59495192307692,mimic,CM,0.0,1,0
270,61.65865384615385,mimic,CM,0.0,1,0
300,67.13741987179488,mimic,CM,0.0,1,0
330,59.85576923076923,mimic,CM,0.0,1,0
360,64.32291666666667,mimic,CM,0.0,1,0
390,62.94070512820513,mimic,CM,0.0,1,0
420,68.96033653846153,mimic,CM,0.0,1,0
450,66.73677884615384,mimic,CM,0.0,1,0
480,65.55488782051282,mimic,CM,0.0,1,0
510,72.2255608974359,mimic,CM,0.0,1,0
540,66.21594551282051,mimic,CM,0.0,1,0
570,71.1338141025641,mimic,CM,0.0,1,0
600,66.37620192307692,mimic,CM,0.0,1,0
30,8.834134615384615,IPM,CM,0.0,1,0
60,6.32011217948718,IPM,CM,0.0,1,0
90,6.610576923076923,IPM,CM,0.0,1,0
120,8.303285256410257,IPM,CM,0.0,1,0
150,12.449919871794872,IPM,CM,0.0,1,0
180,21.995192307692307,IPM,CM,0.0,1,0
210,30.35857371794872,IPM,CM,0.0,1,0
240,32.522035256410255,IPM,CM,0.0,1,0
270,34.97596153846154,IPM,CM,0.0,1,0
300,37.630208333333336,IPM,CM,0.0,1,0
330,40.725160256410255,IPM,CM,0.0,1,0
360,43.18910256410256,IPM,CM,0.0,1,0
390,45.15224358974359,IPM,CM,0.0,1,0
420,46.744791666666664,IPM,CM,0.0,1,0
450,47.63621794871795,IPM,CM,0.0,1,0
480,48.58774038461539,IPM,CM,0.0,1,0
510,48.13701923076923,IPM,CM,0.0,1,0
540,47.06530448717949,IPM,CM,0.0,1,0
570,46.43429487179487,IPM,CM,0.0,1,0
600,45.212339743589745,IPM,CM,0.0,1,0
30,68.09895833333333,ALIE,CM,0.0,1,0
60,75.41065705128206,ALIE,CM,0.0,1,0
90,78.52564102564102,ALIE,CM,0.0,1,0
120,81.00961538461539,ALIE,CM,0.0,1,0
150,81.26001602564102,ALIE,CM,0.0,1,0
180,81.7608173076923,ALIE,CM,0.0,1,0
210,82.65224358974359,ALIE,CM,0.0,1,0
240,81.49038461538461,ALIE,CM,0.0,1,0
270,81.40024038461539,ALIE,CM,0.0,1,0
300,83.78405448717949,ALIE,CM,0.0,1,0
330,82.8125,ALIE,CM,0.0,1,0
360,79.57732371794872,ALIE,CM,0.0,1,0
390,87.24959935897436,ALIE,CM,0.0,1,0
420,87.25961538461539,ALIE,CM,0.0,1,0
450,83.59375,ALIE,CM,0.0,1,0
480,86.6786858974359,ALIE,CM,0.0,1,0
510,64.85376602564102,ALIE,CM,0.0,1,0
540,82.52203525641026,ALIE,CM,0.0,1,0
570,84.71554487179488,ALIE,CM,0.0,1,0
600,86.90905448717949,ALIE,CM,0.0,1,0
30,33.77403846153846,BF,CM,0.9,1,0
60,48.46754807692308,BF,CM,0.9,1,0
90,40.61498397435897,BF,CM,0.9,1,0
120,25.76121794871795,BF,CM,0.9,1,0
150,44.821714743589745,BF,CM,0.9,1,0
180,43.75,BF,CM,0.9,1,0
210,38.51161858974359,BF,CM,0.9,1,0
240,42.78846153846154,BF,CM,0.9,1,0
270,48.70793269230769,BF,CM,0.9,1,0
300,40.25440705128205,BF,CM,0.9,1,0
330,47.10536858974359,BF,CM,0.9,1,0
360,53.14503205128205,BF,CM,0.9,1,0
390,54.947916666666664,BF,CM,0.9,1,0
420,52.82451923076923,BF,CM,0.9,1,0
450,57.03125,BF,CM,0.9,1,0
480,47.6161858974359,BF,CM,0.9,1,0
510,44.791666666666664,BF,CM,0.9,1,0
540,39.79366987179487,BF,CM,0.9,1,0
570,33.05288461538461,BF,CM,0.9,1,0
600,47.01522435897436,BF,CM,0.9,1,0
30,47.53605769230769,LF,CM,0.9,1,0
60,53.74599358974359,LF,CM,0.9,1,0
90,36.57852564102564,LF,CM,0.9,1,0
120,45.14222756410256,LF,CM,0.9,1,0
150,56.169871794871796,LF,CM,0.9,1,0
180,48.0068108974359,LF,CM,0.9,1,0
210,44.83173076923077,LF,CM,0.9,1,0
240,66.29607371794872,LF,CM,0.9,1,0
270,59.14463141025641,LF,CM,0.9,1,0
